ID,NAME,ADDRESS,TELEPHONE,TYPE,LATITUDE,LONGITUDE,BEDS
15576234,WISE REGIONAL HEALTH SYSTEM,609 MEDICAL CENTER DR,(940) 627-5921,GENERAL ACUTE CARE,33.21710703,-97.5937157,99
9768701,NORFOLK REGIONAL CENTER,1700 NORTH VICTORY RD,(402) 370-3400,PSYCHIATRIC,42.05069795,-97.38426911,150
105168410,CHI HEALTH ST MARY'S,1301 GRUNDMAN BLVD,(402) 873-3321,CRITICAL ACCESS,40.6799737,-95.86239282,18
2468701,FAITH REGIONAL HEALTH SERVICES,2700 WEST NORFOLK AVE,(402) 371-4880,GENERAL ACUTE CARE,42.03389283,-97.45268418,111
9668701,FAITH REGIONAL HEALTH SERVICES EAST CAMPUS,1500 KOENIGSTEIN AVE,(402) 371-4880,GENERAL ACUTE CARE,42.03435234,-97.43103267,20
4069101,GREAT PLAINS REGIONAL MEDICAL CENTER,601 WEST LEOTA ST,(308) 696-8000,GENERAL ACUTE CARE,41.12173395,-100.7699743,116
6058601,ST JOSEPH'S HOSPITAL AND HEALTH CENTER,2500 FAIRWAY STREET,(701) 456-4000,CRITICAL ACCESS,46.88907589,-102.8205504,25
155683702,ST. LUKE'S REHABILITATION,600 N. ROBBINS ROAD,(208) 489-4444,REHABILITATION,43.61558765,-116.1915765,234
155583642,ST. LUKE'S MERIDIAN MEDICAL CENTER,520 S. EAGLE ROAD,(208) 706-5000,SPECIAL,43.59969652,-116.3526083,676
155483712,ST. LUKE'S REGIONAL MEDICAL CENTER,190 EAST BANNOCK STREET,(208) 381-2222,GENERAL ACUTE CARE,43.61256538,-116.1924492,604
155783642,VIBRA HOSPITAL OF BOISE,2131 SOUTH BONITO WAY,(208) 489-9500,GENERAL ACUTE CARE,43.58594689,-116.3586157,60
4428111,CAROLINAS HEALTHCARE SYSTEM UNION,600 HOSPITAL DRIVE,(704) 283-3100,GENERAL ACUTE CARE,34.97570679,-80.52284241,227
12127614,WAKEMED NORTH,10000 FALLS OF NEUSE ROAD,(919) 350-1300,GENERAL ACUTE CARE,35.90908232,-78.59783739,61
156346805,VIBRA HOSPITAL OF FORT WAYNE,"2200 RANDALLIA DRIVE,5TH FLOOR",(260) 399-2900,LONG TERM CARE,41.09617146,-85.11021903,48
6158201,ALTRU SPECIALTY HOSPITAL,4500 S WASHINGTON ST,(701) 780-1500,GENERAL ACUTE CARE,47.87696081,-97.04744399,45
2858220,PEMBINA COUNTY MEMORIAL HOSPITAL,301 MOUNTAIN ST E,(701) 265-8461,CRITICAL ACCESS,48.7925461,-97.61871696,20
167684184,SANFORD MEDICAL CENTER FARGO,5225 23RD AVE S,(701) 234-6919,GENERAL ACUTE CARE,46.8452189,-96.87577895,228
156846947,LOGANSPORT STATE HOSPITAL,1098 S SR 25,(574) 722-4141,PSYCHIATRIC,40.74169664,-86.40061387,21
167684185,SANFORD TRANSPLANT CENTER,736 BROADWAY,(701) 234-2411,GENERAL ACUTE CARE,46.884298,-96.788422,131
156083340,ST. LUKE'S WOOD RIVER MEDICAL CENTER,100 HOSPITAL DRIVE,(208) 727-8800,SPECIAL,43.64832025,-114.350021,25
155883252,NELL J. REDFIELD MEMORIAL HOSPITAL,150 NORTH 200 WEST,(208) 766-2231,GENERAL ACUTE CARE,42.18941981,-112.2503325,11
22576048,LAKE GRANBURY MEDICAL CENTER,1310 PALUXY ROAD,(817) 573-2273,GENERAL ACUTE CARE,32.43248931,-97.8038485,83
23576642,LIMESTONE MEDICAL CENTER,701 MCCLINTIC DR.,(254) 729-3281,CRITICAL ACCESS,31.53271119,-96.53121111,20
166284115,MARIAN CENTER,451 EAST BISHOP FEDERAL LANE,(801) 487-7557,CRITICAL ACCESS,40.72827209,-111.8779698,34
166184097,CENTER FOR CHANGE,1790 NORTH STATE STREET,(801) 224-8255,PSYCHIATRIC,40.32993455,-111.7084276,78
166784511,BLUE MOUNTAIN HOSPITAL,802 SOUTH 200 WEST,(435) 678-3993,CRITICAL ACCESS,37.61306643,-109.4824861,100
166884143,LDS HOSPITAL,324 8TH AVENUE,(801) 408-1100,GENERAL ACUTE CARE,40.77822379,-111.8798219,241
1074464,CHEROKEE NATION W. W. HASTINGS HOSPITAL,100 SOUTH BLISS AVENUE,(918) 458-3100,CRITICAL ACCESS,35.91183147,-94.9505388,231
1173507,LAWTON HOSPITAL,1515 LAWRIE TATUM ROAD,(580) 354-5000,CRITICAL ACCESS,34.62759832,-98.38424195,26
167684143,HOLLY HILL HOSPITAL,3019 FALSTAFF RD,(919) 250-7000,PSYCHIATRIC,35.78277375,-78.58392113,276
1799801,BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DRIVE,(907) 796-8900,CRITICAL ACCESS,58.32907951,-134.4651526,123
27177074,MEMORIAL HERMANN SOUTHWEST HOSPITAL,7600 BEECHNUT STREET,(713) 456-5000,GENERAL ACUTE CARE,29.69271807,-95.52115311,547
1439350,MS BAND OF CHOCTAW HOSPITAL,210 HOSPITAL CIRCLE,(601) 656-2211,CRITICAL ACCESS,32.7823732,-89.23075186,36
2574820,CHICKASAW NATION MEDICAL CENTER,1921 STONECIPHER BLVD.,(580) 436-3980,CRITICAL ACCESS,34.73116768,-96.64541977,99
2987327,ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,ROUTE 301 NORTH “B” STREET,(505) 782-4431,CRITICAL ACCESS,35.08720767,-108.7911268,28
27477065,CYPRESS FAIRBANKS MEDICAL CENTER,10655 STEEPLETOP DRIVE,(281) 949-3689,GENERAL ACUTE CARE,29.92712973,-95.58969896,180
3174571,CHOCTAW NATION INDIAN HOSPITAL (TALIHINA),ONE CHOCTAW WAY,(918) 567-7000,CRITICAL ACCESS,34.75548842,-95.08413084,165
3374017,CLAREMORE HOSPITAL,101 S MOORE AVENUE (SOUTH MOORE & WILL ROGERS BLVD),(918) 342-6200,CRITICAL ACCESS,36.31610206,-95.6292859,189
4157570,ROSEBUD HOSPITAL,"BIA ROUTE 1, SOLDER CREEK ROAD",(605) 747-2231,CRITICAL ACCESS,43.25674297,-100.8506097,35
4057770,PINE RIDGE HOSPITAL,HWY 18 EAST,(605) 747-2231,CRITICAL ACCESS,43.02367851,-102.5412902,45
4468071,WINNEBAGO HOSPITAL,US HIGHWAY 77-75,(402) 878-2231,CRITICAL ACCESS,42.2325136,-96.47063294,90
4659417,BLACKFEET COMMUNITY HOSPITAL,760 HOSPITAL CIRCLE,(406) 338-6230,CRITICAL ACCESS,48.5656912,-113.0197302,57
22,BASSETT ARMY COMMUNITY HOSPITAL,4076 NEELY RD,(907) 361-5172,MILITARY,64.82970024,-147.6622292,209
15,NAVAL HOSPITAL PENSACOLA,6000 WEST HIGHWAY 98,(850) 505-6601,MILITARY,30.39856995,-87.29861569,190
29,FORT LEONARD WOOD ARMY COMMUNITY HOSPITAL,126 MISSOURI AVE,(573) 596-0035,MILITARY,37.76616456,-92.11483258,89
167684204,STRATEGIC BEHAVIORAL CENTER GARNER,3200 WATERFIELD ROAD,(919) 800-4400,PSYCHIATRIC,35.67803419,-78.56140828,89
1476011,KINDRED HOSPITAL - TARRANT COUNTY,1000 NORTH COOPER STREET,(817) 548-3400,LONG TERM CARE,32.75055987,-97.11406781,68
1099504,ALASKA VA HEALTHCARE SYSTEM,1201 N MULDOON RD,(907) 257-4700,MILITARY,61.23278802,-149.7445305,89
4133637,JAMES A. HALEY VETERANS' HOSPITAL PRIMARY CARE ANNEX,13515 LAKE TERRACE LANE,(813) 998-8000,MILITARY,28.07039609,-82.35733765,89
4246805,VA MEDICAL CENTER - FORT WAYNE CAMPUS,2121 LAKE AVE,(260) 426-5431,MILITARY,41.09078646,-85.10951788,89
5367218,ROBERT J. DOLE VA MEDICAL CENTER,5500 E KELLOGG AVE,(316) 685-2221,MILITARY,37.6812338,-97.27464126,89
5646953,"VA MEDICAL CENTER - MARION, IN",1700 E 38TH ST,(765) 674-3321,MILITARY,40.5204615,-85.63826841,89
4960064,CAPTAIN JAMES A. LOVELL FEDERAL HEALTH CARE CENTER,3001 GREEN BAY RD,(847) 688-1900,MILITARY,42.30704823,-87.86051071,89
5766622,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BLVD,(785) 350-3111,MILITARY,39.02623218,-95.72279545,89
5166048,DWIGHT D. EISENHOWER VA MEDICAL CENTER,4101 4TH ST TRAFFICWAY,(913) 682-2000,MILITARY,39.27939624,-94.89383569,89
6407503,SAINT JOSEPHS HOSPITAL AND MEDICAL CENTER,703 MAIN STREET,(973) 754-2010,GENERAL ACUTE CARE,40.90283445,-74.16570442,651
27877030,KINDRED HOSPITAL HOUSTON MEDICAL CENTER,6441 MAIN STREET,(713) 790-0500,LONG TERM CARE,29.71285043,-95.39917023,116
34479339,LAMB HEALTHCARE CENTER,1500 SOUTH SUNSET AVENUE,(806) 385-6411,GENERAL ACUTE CARE,33.91170687,-102.3442949,75
9807733,BAYSHORE MEDICAL CENTER,727 NORTH BEERS STREET,(732) 739-5900,GENERAL ACUTE CARE,40.40516141,-74.19168432,211
7864128,VA MEDICAL CENTER - KANSAS CITY,4801 LINWOOD BLVD,(816) 861-4700,MILITARY,39.0640641,-94.5264144,157
9407939,VA MEDICAL CENTER - LYONS CAMPUS,151 KNOLLCROFT RD,(908) 647-0180,MILITARY,40.66859853,-74.5575506,89
9268105,VA MEDICAL CENTER - OMAHA,4101 WOOLWORTH AVE,(800) 451-5796,MILITARY,41.24253129,-95.9743765,89
12807094,HUDSON REGIONAL HOSPITAL,55 MEADOWLANDS PARKWAY,(201) 392-3100,GENERAL ACUTE CARE,40.79183031,-74.07323651,234
7148602,ALEDA E. LUTZ VA MEDICAL CENTER,1500 WEISS ST,(989) 497-2500,MILITARY,43.44479571,-83.96202358,89
7939216,G.V. (SONNY) MONTGOMERY VA MEDICAL CENTER,1500 E WOODROW WILSON DR,(601) 362-4471,MILITARY,32.32789016,-90.16732631,89
5008401,JOHN BROOKS RECOVERY CENTER - RESIDENT DRUG TREATMENT (WOMEN),20 SOUTH TENNESSEE AVENUE,(609) 345-2433,SPECIAL,39.36130275,-74.42779704,29
11443219,CHALMERS P. WYLIE VA AMBULATORY CARE CENTER,420 N JAMES RD,(614) 257-5200,MILITARY,39.9808247,-82.90958494,89
8739531,GULF COAST VETERANS HEALTH CARE SYSTEM,400 VETERANS AVE,(228) 523-5000,MILITARY,30.41511432,-88.94195402,89
8859636,VA MEDICAL CENTER AND AMBULATORY CARE CLINIC,3687 VETERANS DR,(877) 468-8387,MILITARY,46.61866261,-112.1017865,89
59,MAYO CLINIC HOSPITAL METHODIST CAMPUS,201 WEST CENTER ST,(507) 284-2511,GENERAL ACUTE CARE,44.02395962,-92.46583322,794
57,ESSENTIA HEALTH VIRGINIA,901 9TH ST N,(218) 741-3340,GENERAL ACUTE CARE,47.53186339,-92.5485476,83
72,SHAWNEE MISSION PRAIRIE STAR,23401 PRAIRIE STAR PKWY,(913) 676-8630,GENERAL ACUTE CARE,38.95564679,-94.85686876,89
69,EDWARD PLAINFIELD,24600 W 127TH ST,(630) 527-3000,GENERAL ACUTE CARE,41.65282059,-88.21737981,89
63,BEATRICE COMMUNITY HOSPITAL,4800 HOSPITAL PKWY,(402) 228-3344,CRITICAL ACCESS,40.31614637,-96.74972061,25
73,VIA CHRISTI HOSPITAL ST. JOSEPH,3600 E HARRY ST,(316) 685-1111,GENERAL ACUTE CARE,37.66615812,-97.29259655,89
1989113,ST. ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,8280 WEST WARM SPRINGS ROAD,(702) 492-8509,GENERAL ACUTE CARE,36.05733944,-115.27202,147
16123225,HUNTER HOLMES MCGUIRE VA MEDICAL CENTER,1201 BROAD ROCK BLVD,(804) 675-5000,MILITARY,37.49807429,-77.46768488,89
16482001,VA MEDICAL CENTER - CHEYENNE,2360 E PERSHING BLVD,(307) 778-7550,MILITARY,41.14828213,-104.7855322,89
14784148,GEORGE E. WAHLEN DEPARTMENT OF VETERANS AFFAIRS MEDICAL CENTER,500 FOOTHILL DR,(801) 582-1565,MILITARY,40.75739725,-111.840554,89
16098661,VA MEDICAL CENTER - VANCOUVER CAMPUS,1601 E 4TH PLAIN BLVD,(360) 696-4061,MILITARY,45.63663819,-122.6572493,89
74,PARSONS STATE HOSPITAL,2601 GABRIEL AVENUE,(620) 820-5271,GENERAL ACUTE CARE,37.35126304,-95.28054226,89
95,CINCINNATI CHILDREN'S LIBERTY,7777 YANKEE RD,(513) 636-4200,CHILDREN,39.37657725,-84.36794409,42
81,SAINT FRANCIS HOSPITAL MEMPHIS,5959 PARK AVE,(901) 765-1000,GENERAL ACUTE CARE,35.09820503,-89.86487519,479
84,MERIT HEALTH MADISON,161 RIVER OAKS DR,(601) 855-4000,GENERAL ACUTE CARE,32.58137191,-90.08319563,67
78,OU MEDICAL CENTER EDMOND-ER,1 S BRYANT AVE,(405) 359-5561,GENERAL ACUTE CARE,35.65465832,-97.4615103,89
80,NORMAN REGIONAL HEALTHPLEX,3300 HEALTHPLEX PKWY,(405) 515-1000,GENERAL ACUTE CARE,35.25959361,-97.48953346,152
779124,PLUM CREEK SPECIALTY HOSPITAL,5601 PLUM CREEK DRIVE,(806) 351-1000,LONG TERM CARE,35.218499,-101.9022048,47
100,IU HEALTH UNIVERSITY HOSPITAL,550 UNIVERSITY BLVD,(317) 274-5000,GENERAL ACUTE CARE,39.77528333,-86.17656162,89
102,RILEY HOSPITAL FOR CHILDREN,705 RILEY HOSPITAL DR,(317) 944-5000,CHILDREN,39.77710774,-86.18027646,89
96,MT CARMEL EAST HOSPITAL,6001 E BROAD ST,(614) 234-6000,GENERAL ACUTE CARE,39.97691933,-82.84330783,461
91,SOUTHVIEW HOSPITAL,1997 MIAMISBURG CENTERVILLE RD,(937) 439-6000,GENERAL ACUTE CARE,39.63539661,-84.20342017,128
99,TRINITY MEDICAL CENTER WEST-ER,4000 JOHNSON RD,(740) 264-8360,GENERAL ACUTE CARE,40.36777411,-80.6590339,256
97,AKRON CHILDREN'S HOSP BEEGHLY,6505 MARKET ST,(330) 543-8290,CHILDREN,41.03255484,-80.66048104,43
879106,VIBRA HOSPITAL OF AMARILLO,7501 WALLACE BLVD,(806) 468-2900,LONG TERM CARE,35.194149,-101.9266926,72
90,BETHESDA ARROW SPRINGS-ER,100 ARROW SPRINGS BLVD,(513) 282-7000,GENERAL ACUTE CARE,39.39522296,-84.20942755,89
104,METHODIST HOSPITAL-SOUTHLAKE,8701 BROADWAY,(219) 738-5500,GENERAL ACUTE CARE,41.45837283,-87.3329309,89
39079756,WARD MEMORIAL HOSPITAL,406 SOUTH GARY STREET,(432) 943-2511,CRITICAL ACCESS,31.59378429,-102.8831868,25
2179601,CONTINUECARE HOSPITAL AT HENDRICK MEDICAL CENTER,"1900 PINE,7TH FLOOR",(325) 670-5151,LONG TERM CARE,32.47234716,-99.73327938,46
2678745,TEXAS NEUROREHAB CENTER,"1106 WEST DITTMAR ROAD,BUILDING 9",(512) 444-4835,LONG TERM CARE,30.18930118,-97.80737637,47
3178756,CORNERSTONE HOSPITAL OF AUSTIN,4207 BURNET ROAD,(512) 706-1900,LONG TERM CARE,30.31182625,-97.7432915,103
4977702,CHRISTUS DUBUIS HOSPITAL OF BEAUMONT,"2830 CALDER AVENUE,4TH FLOOR",(409) 899-7680,LONG TERM CARE,30.08725677,-94.13292786,51
5577701,CHRISTUS DUBUIS HOSPITAL OF BEAUMONT SOUTH,860 SOUTH 8TH STREET,(409) 236-8700,LONG TERM CARE,30.06953533,-94.12531493,18
9675010,SELECT SPECIALTY HOSPITAL - DALLAS,2329 PARKER ROAD,(469) 892-1400,LONG TERM CARE,33.04566135,-96.86485975,60
121,OVERLOOK MEDICAL CENTER,1000 GALLOPING HILL RD,(908) 522-6300,GENERAL ACUTE CARE,40.67481574,-74.26565452,89
11976208,CORNERSTONE HOSPITAL CONROE,1500 GRAND LAKE DRIVE,(936) 523-1800,LONG TERM CARE,30.28203591,-95.46559063,41
138,SAINT ALPHONSUS EAGLE HEALTH PLZ-ER,323 E RIVERSIDE DR,(208) 367-5355,GENERAL ACUTE CARE,43.6889546,-116.3506934,89
134,OLYMPIC MEDICAL CENTER,939 CAROLINE ST,(360) 417-7000,GENERAL ACUTE CARE,48.08955335,-123.1111959,126
43875783,EAST TEXAS MEDICAL CENTER - QUITMAN,117 WINNSBORO STREET,(903) 763-6330,CRITICAL ACCESS,32.79706946,-95.44291819,25
43779252,HARDEMAN COUNTY MEMORIAL HOSPITAL,402 MERCER STREET,(940) 663-2795,CRITICAL ACCESS,34.29619436,-99.74154846,24
44678681,ROUND ROCK MEDICAL CENTER,2400 ROUND ROCK AVENUE,(512) 341-1000,GENERAL ACUTE CARE,30.51110777,-97.7136084,173
44775032,TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,3150 HORIZON ROAD,(469) 698-1000,GENERAL ACUTE CARE,32.8842895,-96.46622551,50
12878413,PAM SPECIALTY HOSPITAL OF CORPUS CHRISTI NORTH,"600 ELIZABETH STREET,THIRD FLOOR",(361) 881-3223,LONG TERM CARE,27.77782005,-97.39474791,22
14575235,LIFECARE HOSPITALS OF DALLAS,1950 RECORD CROSSING ROAD,(214) 640-9673,LONG TERM CARE,32.81724044,-96.84885029,60
15275231,KINDRED HOSPITAL DALLAS CENTRAL,"8050 MEADOW ROAD,FIRST FLOOR",(469) 232-6500,LONG TERM CARE,32.8868949,-96.76738833,60
16376208,INTEGRITY TRANSITIONAL HOSPITAL,2813 SOUTH MAYHILL ROAD,(940) 320-2300,LONG TERM CARE,33.17439097,-97.08712045,54
18379902,MESA HILL SPECIALTY HOSPITAL,2311 NORTH OREGON STREET,(915) 545-1823,LONG TERM CARE,31.77347373,-106.5022513,32
48479360,MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,(432) 758-5811,CRITICAL ACCESS,32.72162797,-102.6548789,25
48679079,SHAMROCK GENERAL HOSPITAL,1000 SOUTH MAIN STREET,(806) 256-2114,CRITICAL ACCESS,35.1989674,-100.2481194,25
18479902,KINDRED HOSPITAL EL PASO,1740 CURIE DRIVE,(915) 351-9044,LONG TERM CARE,31.77862724,-106.4772989,62
18879902,EL PASO LTAC HOSPITAL,"1221 NORTH COTTON,THIRD FLOOR",(915) 546-5822,LONG TERM CARE,31.78368543,-106.4743254,33
20476132,LIFECARE HOSPITALS OF FORT WORTH,6201 OVERTON RIDGE BOULEVARD,(817) 370-6078,LONG TERM CARE,32.67905415,-97.42120446,80
20676104,TEXAS HEALTH SPECIALTY HOSPITAL FORT WORTH,"1301 PENNSYLVANIA AVENUE,4TH FLOOR",(817) 250-5500,LONG TERM CARE,32.73670911,-97.33988601,15
20976132,KINDRED HOSPITAL - TARRANT COUNTY - FORT WORTH SOUTHWEST,7800 OAKMONT BOULEVARD,(817) 346-0094,LONG TERM CARE,32.665697,-97.42370538,80
21076104,KINDRED HOSPITAL - FORT WORTH,815 EIGHTH AVENUE,(817) 332-4812,LONG TERM CARE,32.73577378,-97.34335383,67
49879081,HANSFORD COUNTY HOSPITAL,707 SOUTH ROLAND STREET,(806) 659-2535,GENERAL ACUTE CARE,36.19027677,-101.1996141,25
49975090,BAYLOR SCOTT & WHITE SURGICAL HOSPITAL AT SHERMAN,3601 NORTH CALAIS STREET,(903) 813899,GENERAL ACUTE CARE,33.67663535,-96.60185221,14
51276574,BAYLOR SCOTT & WHITE HOSPITAL - TAYLOR,305 MALLARD LANE,(512) 352-7611,CRITICAL ACCESS,30.59094376,-97.41538166,25
52575483,CHRISTUS MOTHER FRANCES HOSPITAL - SULPHUR SPRINGS,115 AIRPORT ROAD,(903) 439-4052,GENERAL ACUTE CARE,33.15762802,-95.60014471,96
52679556,ROLLING PLAINS MEMORIAL HOSPITAL,200 EAST ARIZONA AVENUE,(325) 235-1701,GENERAL ACUTE CARE,32.45321238,-100.3973167,85
24378550,SOLARA HOSPITAL HARLINGEN,508 VICTORIA LANE,(956) 425-9600,LONG TERM CARE,26.15982657,-97.67274526,41
28277065,KINDRED HOSPITAL HOUSTON NORTHWEST,11297 FALLBROOK DRIVE,(281) 517-1000,LONG TERM CARE,29.92440962,-95.58824613,84
28377087,PINE VALLEY SPECIALTY HOSPITAL,6160 SOUTH LOOP EAST,(713) 640-2400,LONG TERM CARE,29.69473891,-95.31759658,59
28677004,PLAZA SPECIALTY HOSPITAL,1300 BINZ STREET,(713) 285-1000,LONG TERM CARE,29.72323923,-95.38702269,65
30177338,ICON HOSPITAL,19211 MCKAY DRIVE,(281) 883-5500,LONG TERM CARE,29.99867547,-95.27622266,42
31777450,HOUSTON METHODIST ST. CATHERINE HOSPITAL,701 SOUTH FRY,(281) 599-5700,LONG TERM CARE,29.77679705,-95.71684416,102
33778041,LAREDO SPECIALTY HOSPITAL,2005 BUSTAMANTE STREET,(956) 753-5353,LONG TERM CARE,27.53352938,-99.47363697,40
35979410,COVENANT SPECIALTY HOSPITAL,3815 20TH STREET,(806) 725-9200,LONG TERM CARE,33.5766576,-101.8970615,56
36175904,CHI ST LUKES HEALTH MEMORIAL SPECIALTY HOSPITAL,"1201 WEST FRANK AVENUE,SUITE 5D",(936) 639-7975,LONG TERM CARE,31.33628998,-94.74084706,26
36678648,PAM SPECIALTY HOSPITAL OF LULING,200 MEMORIAL DRIVE,(830) 875-8400,LONG TERM CARE,29.67408592,-97.6550844,34
36876063,KINDRED HOSPITAL - MANSFIELD,1802 HIGHWAY 157 NORTH,(817) 473-6101,LONG TERM CARE,32.59903863,-97.14435357,55
37578503,SOLARA HOSPITAL MCALLEN,"301 WEST EXPRESSWAY 83,8TH FLOOR",(956) 632-4880,LONG TERM CARE,26.18672847,-98.22582022,53
38075149,MESQUITE SPECIALTY HOSPITAL,1024 NORTH GALLOWAY AVENUE,(972) 216-2300,LONG TERM CARE,32.77813391,-96.5986591,40
56676301,UNITED REGIONAL HEALTH CARE SYSTEM,1600 11TH STREET,(940) 764-7000,GENERAL ACUTE CARE,33.90243058,-98.50198079,325
